superFE,relation,subFE
5043,inheritance,3615
5043,inheritance,3247
5043,inheritance,3762
5043,inheritance,3486
5043,inheritance,2583
5043,inheritance,4626
5043,inheritance,954
5043,inheritance,2348
5043,inheritance,4950
5043,inheritance,6666
5043,inheritance,7839
5043,inheritance,3169
5043,inheritance,3353
5043,inheritance,8161
5043,inheritance,8330
5043,inheritance,7982
5043,inheritance,9638
5043,inheritance,9809
5043,inheritance,10822
5043,inheritance,10866
5043,inheritance,10878
5043,inheritance,10892
5043,inheritance,9846
5043,inheritance,9951
5043,using,3825
5043,using,6881
5043,inheritance,13462
5043,inheritance,13478
5043,inheritance,13495
5043,inheritance,10589
5043,inheritance,10590
5043,inheritance,10597
5050,using,9897
5137,inheritance,5144
5137,using,9663
5242,using,998
5325,inheritance,6746
5325,using,4985
5515,using,6969
5609,inheritance,8481
5609,using,5998
5609,perspective_on,12856
5814,inheritance,5801
5819,using,5821
5819,using,3854
6350,using,3825
6664,see_also,6666
7016,inheritance,2905
7016,inheritance,4846
7016,inheritance,10800
7016,inheritance,2987
7016,inheritance,9055
7016,inheritance,2275
7016,inheritance,13297
7016,inheritance,7880
7016,inheritance,10409
7517,using,7521
7626,inheritance,1612
7626,inheritance,4776
7626,inheritance,2175
7626,inheritance,1604
7626,inheritance,1587
7626,inheritance,1608
7628,inheritance,9276
7628,perspective_on,4937
7628,perspective_on,7626
7628,perspective_on,1221
7628,perspective_on,1882
7628,inheritance,13187
7720,inheritance,3247
7720,inheritance,3693
7720,inheritance,12292
7720,inheritance,8112
7720,inheritance,9336
7720,inheritance,11062
7720,inheritance,8895
8151,using,8161
8387,inheritance,8200
8387,precedes,8414
8400,inheritance,8529
8400,subframe,8406
8400,subframe,8387
8400,subframe,8414
8565,inheritance,8387
8565,inheritance,8604
8863,inchoative_of,3247
9231,inheritance,9255
9231,subframe,3023
9231,subframe,4454
9231,subframe,9237
9231,subframe,9247
9237,inheritance,536
9237,precedes,9247
9386,perspective_on,6955
9386,perspective_on,13266
9386,perspective_on,13581
9526,inheritance,1311
9526,inheritance,9536
9536,inheritance,6340
9762,inheritance,9753
9856,inheritance,9861
9856,using,1067
10066,using,52
10309,inheritance,8449
1859,subframe,1863
1859,subframe,1865
5998,inheritance,10762
5998,using,6012
13138,inheritance,13149
13149,inheritance,12831
13725,perspective_on,4934
13725,perspective_on,1221
13793,inheritance,4916
13793,inheritance,1965
13795,inheritance,1183
13795,inheritance,2953
13795,inheritance,170
13797,inheritance,4689
13797,inheritance,6190
13797,inheritance,6474
13797,inheritance,7686
13801,inheritance,4905
2387,inheritance,5561
2387,inheritance,10844
2387,inheritance,13785
2387,inheritance,13781
2387,inheritance,13777
4163,inheritance,6474
4163,using,5385
4163,using,6530
4163,using,5390
4163,using,7551
13777,inheritance,5013
13777,inheritance,7646
13781,inheritance,9272
13781,inheritance,963
13781,inheritance,9314
13781,inheritance,8264
13785,inheritance,2455
13785,inheritance,5032
13785,inheritance,11334
2388,inheritance,5562
2388,inheritance,10845
2388,inheritance,13786
2388,inheritance,13782
2388,inheritance,13778
4164,inheritance,6475
4164,using,5391
4164,using,7555
13778,inheritance,5012
13778,inheritance,7647
13782,inheritance,9273
13782,inheritance,964
13782,inheritance,9315
13782,inheritance,8265
13786,inheritance,2456
13786,inheritance,5033
13786,inheritance,11335
11688,using,11339
11688,inheritance,11396
11688,inheritance,11673
11688,inheritance,11788
6552,using,6573
9760,inheritance,9752
281,see_also,2119
281,using,2119
281,using,6274
281,using,3807
281,using,9622
2095,inheritance,2164
2095,inheritance,2150
2095,inheritance,2186
2095,inheritance,3358
2119,inheritance,4569
2119,inheritance,7211
2119,using,5801
3444,inheritance,5050
3444,inheritance,6211
3444,inheritance,10487
3444,inheritance,9791
3444,using,1631
3444,using,11260
3573,using,5306
3573,using,5318
3578,inheritance,3379
3578,inheritance,906
3578,inheritance,8637
3578,inheritance,4604
3578,using,3608
3823,using,3720
498,inheritance,3552
498,using,9293
954,using,3637
1128,inheritance,1026
1128,using,1026
3552,inheritance,7246
3552,using,6149
3552,using,4282
4527,using,6891
5422,using,6576
7695,inheritance,8929
7695,perspective_on,498
7695,using,475
7695,using,508
7695,using,10830
7721,inheritance,11061
8929,inheritance,8942
8929,inheritance,9025
9256,inheritance,9232
9282,perspective_on,9271
9282,perspective_on,2175
9282,perspective_on,951
9527,inheritance,1312
9527,inheritance,9537
9537,inheritance,6340
11143,causative_of,11182
11143,using,4527
11154,using,11143
11504,perspective_on,12649
11504,perspective_on,12658
12613,subframe,11584
1861,subframe,1867
13791,perspective_on,5243
13791,perspective_on,7677
13791,perspective_on,7688
13791,perspective_on,52
8358,inheritance,9259
951,using,4950
229,inchoative_of,182
229,inheritance,10012
229,using,9999
1211,using,13594
1210,using,13603
5586,using,5676
5592,using,5680
5277,inheritance,4479
5277,using,5285
6766,inheritance,10339
5113,using,3830
9761,inheritance,9753
489,inheritance,8947
489,inheritance,3551
489,using,9285
3551,inheritance,7245
3551,using,6148
3551,using,4281
3693,using,1256
5923,see_also,2634
7245,using,10740
7686,inheritance,8920
7686,perspective_on,489
7686,perspective_on,3538
7686,using,466
7686,using,501
7686,using,479
7686,using,3551
7686,using,3661
7686,using,3822
7686,using,3786
7686,using,2905
7686,using,280
7686,using,10826
7686,using,13139
8920,inheritance,8933
8920,inheritance,8960
8920,inheritance,8980
8920,inheritance,8990
8920,inheritance,9002
8920,inheritance,9016
8960,perspective_on,8947
8960,perspective_on,8970
9016,inheritance,9029
9670,using,9663
9728,causative_of,821
9728,inheritance,1256
11095,inheritance,2275
13175,perspective_on,228
13175,perspective_on,9914
13139,see_also,489
13139,see_also,218
4045,perspective_on,6839
4045,perspective_on,6823
1655,using,4716
186,inheritance,5004
186,see_also,1537
186,using,1537
284,see_also,2120
284,using,2120
1537,inheritance,7794
2120,inheritance,4581
2120,inheritance,7223
2772,causative_of,4649
3583,inheritance,3390
3583,inheritance,914
3583,inheritance,8642
3583,inheritance,4610
7682,inheritance,186
7691,inheritance,8925
7691,perspective_on,494
7691,using,471
7691,using,508
7691,using,3664
7691,using,284
8925,inheritance,8938
8925,inheritance,8995
8925,inheritance,9007
8925,inheritance,9021
9021,inheritance,9034
10134,perspective_on,186
8796,inheritance,8862
3858,using,6703
3858,using,8358
3858,using,8378
11645,using,12347
11645,using,12108
2423,using,6988
11001,perspective_on,2707
11304,subframe,11001
5392,see_also,5012
12292,inchoative_of,5728
13358,metaphorical_projection,4545
13350,metaphorical_projection,4545
2726,precedes,3132
3100,precedes,3108
1965,inheritance,2493
1965,inheritance,6357
1965,inheritance,7146
1965,inheritance,3791
1965,inheritance,916
1965,inheritance,5644
1965,inheritance,11205
1965,inheritance,5646
1965,inheritance,11214
1965,inheritance,11223
1965,inheritance,11232
1965,inheritance,11251
1965,inheritance,11271
1965,inheritance,11323
1965,using,4916
1965,using,687
1965,using,6419
2988,inheritance,9958
4691,using,7618
4691,using,793
5646,see_also,6357
5646,using,11262
10982,perspective_on,1965
11214,see_also,4509
11214,see_also,1644
11214,see_also,3587
11262,see_also,916
4489,causative_of,5610
4489,inheritance,4531
4489,using,6163
4489,inheritance,5681
5610,inheritance,8482
5610,using,6000
5610,perspective_on,12857
1061,inheritance,7015
1061,inheritance,4732
1045,inchoative_of,1108
1045,inheritance,7001
1045,inheritance,4732
1045,using,5121
4490,causative_of,5614
4490,inheritance,4532
4490,inheritance,7870
4490,using,6167
4490,inheritance,5679
9186,inheritance,3044
11012,causative_of,11033
11022,subframe,11012
11026,subframe,11033
11040,inheritance,11116
11040,precedes,11033
11040,precedes,11012
11061,precedes,11040
11101,precedes,11012
11109,subframe,11101
11109,subframe,11116
2826,using,2810
11102,precedes,11011
2737,inheritance,11074
2737,precedes,11040
2738,inheritance,11075
2738,precedes,11041
2738,using,11049
3345,using,2587
4880,causative_of,3345
9832,inheritance,9843
9832,inheritance,9838
9832,inheritance,9822
963,see_also,3636
3553,inheritance,7247
3553,using,4286
7247,using,10747
9358,inheritance,2204
9358,inheritance,13539
2245,causative_of,4786
2245,using,2550
2665,using,9753
8678,inheritance,8706
8678,inheritance,8737
8706,subframe,8720
8706,subframe,8663
8737,perspective_on,8754
8737,subframe,8768
8737,subframe,8692
4912,using,4346
6560,using,10544
9855,inheritance,9860
9855,using,1066
5913,using,6890
3853,using,3843
2262,using,946
2262,using,1897
11041,inheritance,11117
11062,precedes,11041
882,using,13169
882,see_also,13169
8477,inheritance,882
3922,see_also,259
9433,inheritance,4755
1465,using,1910
1465,using,1644
1465,using,5731
1465,using,5743
1208,using,4846
32,inheritance,2754
32,inheritance,3510
32,inheritance,748
32,inheritance,672
32,inheritance,3341
32,see_also,2284
32,see_also,772
32,see_also,748
32,see_also,4514
32,subframe,7307
32,using,772
32,using,140
32,using,2284
32,using,590
32,using,612
32,using,2575
32,using,726
32,using,705
32,using,3497
32,using,1451
32,using,6643
32,using,6961
32,using,7419
32,using,2011
550,inheritance,8545
550,inheritance,10364
550,using,8128
570,causative_of,32
570,inheritance,4882
570,inheritance,2814
570,inheritance,9116
570,see_also,2284
570,see_also,655
570,see_also,705
570,see_also,726
570,see_also,637
570,subframe,705
570,subframe,726
570,using,2284
570,using,2575
655,causative_of,2348
686,using,5945
705,inheritance,2538
705,inheritance,10913
705,see_also,726
705,see_also,655
705,using,5744
705,using,4899
705,using,6691
705,using,6735
705,using,9430
748,inheritance,590
748,inheritance,7319
748,inheritance,3296
748,inheritance,7500
748,subframe,7344
772,using,1376
1936,causative_of,2946
1936,using,4017
2269,perspective_on,32
2269,perspective_on,6071
2269,perspective_on,5945
2269,perspective_on,5567
2269,using,10403
2284,inheritance,1798
2284,see_also,2333
2284,using,2333
2284,using,10156
2333,using,6028
2333,using,7084
2946,inchoative_of,2955
3296,subframe,7384
3341,using,2588
3510,using,6321
4282,using,5549
4282,using,5133
4282,using,5761
4282,using,5924
4882,causative_of,3341
5567,using,5642
5945,inheritance,7319
5945,subframe,612
5945,subframe,550
6028,inheritance,6843
7319,subframe,7344
7655,perspective_on,4514
7655,perspective_on,772
8221,inheritance,6383
8406,inheritance,8579
8406,precedes,8387
8545,inheritance,8406
8545,inheritance,8595
8545,precedes,8565
9698,perspective_on,9714
9698,perspective_on,705
9714,inheritance,655
10364,using,10383
10403,subframe,772
10403,subframe,10383
10845,inheritance,10848
7589,perspective_on,6230
7589,perspective_on,6242
7589,using,1491
973,subframe,1808
973,using,3544
973,using,979
973,using,5679
1071,inheritance,1037
1096,using,1135
1748,inheritance,7758
1748,using,6816
1748,using,8171
1763,inheritance,7773
1763,using,6832
1763,using,8079
1808,subframe,2040
1808,subframe,2065
1837,using,8141
2040,perspective_on,2053
2040,perspective_on,1837
2053,inheritance,8141
2053,using,8141
2065,perspective_on,1748
2065,perspective_on,1763
2065,using,6844
4038,perspective_on,6832
4038,perspective_on,6816
894,using,1919
300,inheritance,2683
300,inheritance,5776
300,inheritance,7609
300,inheritance,5495
300,using,10667
1964,inheritance,2492
1964,inheritance,6356
1964,inheritance,7145
1964,inheritance,3792
1964,inheritance,917
1964,inheritance,5642
1964,inheritance,11204
1964,inheritance,5647
1964,inheritance,11213
1964,inheritance,11222
1964,inheritance,11231
1964,inheritance,11250
1964,inheritance,11270
1964,inheritance,11322
1964,using,6424
5647,see_also,6356
5647,using,11263
5827,inheritance,10199
7609,inheritance,5827
7609,inheritance,5840
7617,perspective_on,7609
7617,perspective_on,2562
8689,inheritance,8717
8689,inheritance,8748
8717,subframe,8674
8748,subframe,8779
8785,inheritance,8787
8785,inheritance,8791
8785,inheritance,8793
8785,inheritance,8798
8785,inheritance,8837
8785,using,10300
8785,using,6424
8787,perspective_on,11204
8787,perspective_on,11231
8787,see_also,8791
8791,using,11250
8793,inheritance,8859
8793,using,5647
10300,inheritance,6424
10300,inheritance,10309
10983,perspective_on,1964
11213,see_also,4510
11213,see_also,1643
11213,see_also,3586
11263,see_also,917
5108,using,5370
5108,using,10544
7804,inchoative_of,5108
8238,using,7576
9504,causative_of,8057
8211,using,8436
8211,using,8537
8211,using,8638
7849,perspective_on,6750
7849,perspective_on,3624
7849,using,11171
509,using,10807
509,metaphorical_projection,6620
509,metaphorical_projection,6632
10807,using,2438
10807,subframe,13377
10937,see_also,509
10937,metaphorical_projection,9042
13378,precedes,13367
10932,see_also,511
10932,metaphorical_projection,9041
2243,causative_of,4788
2243,see_also,2551
2243,using,2551
11336,see_also,8461
11336,see_also,8657
3733,inheritance,8645
7565,causative_of,4450
2355,inheritance,5332
2355,precedes,3040
2355,using,3008
2355,using,3718
2355,using,10560
10512,subframe,2355
10512,subframe,3040
10560,inheritance,10570
8210,using,8435
8210,using,8538
8210,using,8637
8435,perspective_on,8425
8435,perspective_on,8200
8529,subframe,8579
8538,perspective_on,8529
8538,perspective_on,8629
8538,subframe,8595
8538,subframe,8604
8538,subframe,8628
8595,perspective_on,8579
8595,precedes,8604
8604,precedes,8628
8629,subframe,8632
8217,using,8439
8217,using,8541
8532,subframe,8585
8541,perspective_on,8532
8541,subframe,8601
8541,subframe,8615
8541,subframe,8617
8601,perspective_on,8585
8601,precedes,8615
8615,precedes,8617
3201,causative_of,4734
8705,subframe,8719
8705,subframe,8662
1280,inheritance,3624
1280,using,5016
1280,using,7982
2996,using,4781
3771,causative_of,2996
3771,using,4197
2995,using,4780
3772,causative_of,2995
2997,using,4782
3773,causative_of,2997
4043,perspective_on,6837
4043,perspective_on,6821
4218,using,4235
4125,inheritance,3922
4125,inheritance,9910
4124,inheritance,3921
4124,inheritance,9906
3570,inheritance,1311
3570,inheritance,292
3570,inheritance,3573
3570,inheritance,3578
3570,inheritance,7104
3570,inheritance,6927
3570,inheritance,4365
3570,inheritance,3807
3570,inheritance,1490
3570,inheritance,987
3570,inheritance,8192
3570,inheritance,10827
3570,using,900
3570,using,452
3570,using,4206
1183,inheritance,6526
1183,inheritance,6132
1183,inheritance,10125
1183,inheritance,10147
1183,inheritance,9942
1183,inheritance,11065
1183,inheritance,6884
1183,inheritance,6887
1183,inheritance,6888
1883,inheritance,8462
2479,causative_of,4631
4631,inchoative_of,1183
4631,inheritance,9545
4631,inheritance,9614
7649,inheritance,2415
7649,inheritance,8211
7649,using,1191
7649,using,1175
7649,using,5417
7646,inheritance,2416
7646,inheritance,8211
7646,using,4362
7646,using,1189
7646,using,1173
7646,using,5413
7647,inheritance,2417
7647,inheritance,8210
7647,using,4361
7647,using,1190
7647,using,1174
7647,using,5411
11193,causative_of,2275
11192,causative_of,2280
11192,metaphorical_projection,4545
11194,causative_of,2277
811,using,4246
5252,inheritance,56
5252,inheritance,7956
5252,perspective_on,6
6530,using,5776
6954,using,181
6954,using,15
6954,using,6530
6954,inheritance,2900
6954,inheritance,2885
6954,inheritance,10416
12159,inheritance,12219
12159,inheritance,12224
12159,causative_of,12532
6394,using,7050
6394,inheritance,12347
2500,using,2665
2500,using,13247
2497,using,13246
3708,inheritance,2497
4488,causative_of,5611
4488,inheritance,4527
4488,inheritance,7876
4488,inheritance,5678
5611,inheritance,8483
5611,using,5999
5611,perspective_on,12858
584,inheritance,2818
584,inheritance,9126
1060,inheritance,7014
1060,inheritance,4731
1046,inchoative_of,1108
1046,inheritance,7002
1046,inheritance,4731
4491,causative_of,5613
4491,inheritance,4534
4491,inheritance,7871
4491,inheritance,5677
5826,inheritance,10198
1452,inheritance,9351
1452,inheritance,9622
1452,perspective_on,5390
1452,using,209
1452,using,5116
1452,using,3451
9622,perspective_on,9626
1236,using,13573
1236,subframe,5358
5358,using,13597
7050,inheritance,7066
7050,inheritance,10431
7050,using,7055
7050,inheritance,13484
10431,inheritance,10439
13484,using,13573
13484,using,13472
202,using,308
308,inheritance,5782
308,inheritance,7615
308,inheritance,5489
4408,inheritance,2178
5399,inheritance,6465
5399,inheritance,2826
5399,inheritance,9486
5399,inheritance,10028
5399,using,4027
5399,using,4626
8281,inheritance,7742
8281,subframe,8295
8281,subframe,8313
8295,precedes,8313
8313,using,4204
3862,using,6707
3862,using,8357
3862,using,8382
8792,inheritance,8858
7196,inheritance,7229
329,inheritance,4554
329,using,7076
329,using,2868
4865,inheritance,329
327,inheritance,4555
327,using,9554
4866,inheritance,327
